ID,strs3,creg23,conflict_pre,conflict_post,closeness_pre,closeness_post
455,245259927,2,4.576723235980569,2.142857074737549,4.532693726227423,5.0
454,245260244,2,4.703901525408989,4.5714287757873535,4.6500882085713116,4.625
458,245261355,1,3.72528040151529,2.7142856121063232,4.369352363125303,5.0
457,245260829,1,3.2813895398568045,3.857142925262451,4.098095995624004,5.0
461,245261388,2,3.831515409462602,3.142857074737549,4.477264214651967,4.0
460,245261252,2,1.80555210269324,2.5714285373687744,4.8609197131751785,4.25
462,245261436,1,3.3494692270812423,3.857142925262451,2.866816310231891,5.0
465,245260889,2,2.4820794905661074,3.0,4.178335986171912,4.5
464,245261065,2,3.1052970707439314,3.0,3.9806146243233083,4.25
467,245262038,1,4.113081742031022,3.2857143878936768,3.8169739843533397,4.125
466,245261673,1,2.0838407616648564,3.142857074737549,4.657521166061506,4.75
471,245261572,1,4.122921145193604,2.0,3.0919171336555626,4.375
470,245261592,1,3.8095036376230262,2.4285714626312256,3.6017882825736436,4.5
473,245261705,2,3.1566597684936215,3.0,4.315637377708999,4.0
472,245262330,2,2.8519417986413007,4.142857074737549,4.120540416927339,4.125
474,245261954,2,3.841081318262591,2.5714285373687744,3.4978721344433743,4.125
910,110102723,1,4.014419703811434,3.142857074737549,3.2110868432088244,4.625
1330,110102751,2,4.1459565537218905,4.428571224212647,3.947201462255757,3.875
912,110102905,2,5.0,3.5714285373687744,2.3880211338765376,2.875
1212,110102905,2,4.898872488816394,3.5714285373687744,2.302959223265922,2.875
993,110102905,2,4.877079536880987,3.5714285373687744,2.1820943110816042,2.875
1282,110102520,1,4.761502038828747,1.8571428060531616,4.237915720817485,5.0
1251,110102520,1,4.653255481585453,1.8571428060531616,4.286999884946532,5.0
1206,110102520,1,4.5456631653570465,1.8571428060531616,4.143622643737867,5.0
982,110102555,1,4.118348420164493,2.0,4.092046037921116,5.0
848,110102555,1,3.8891066991315544,2.0,4.181166401155654,5.0
993,110102669,2,2.256983833924927,1.8571428060531616,4.995138455331195,4.875
579,110102669,2,2.1956409953147324,1.8571428060531616,5.0,4.875
1327,110102632,2,1.9673111947902697,2.5714285373687744,4.65772983227348,4.875
736,110102828,2,2.0194815481158583,1.5714285373687744,4.475795614392549,5.0
551,110102828,2,1.8641463724475302,1.5714285373687744,4.354277738516393,5.0
1003,110103523,1,3.2366266989526586,2.4285714626312256,4.802098017594305,4.5
1475,110103047,1,3.2667790749498646,2.2857143878936768,3.7730144576040763,4.875
570,110103047,1,3.1007712921485058,2.2857143878936768,3.701456211892355,4.875
562,110103047,1,2.955620572131368,2.2857143878936768,3.782702370460953,4.875
1004,110103081,1,2.8446057611863402,1.7142857313156128,4.171657932349018,5.0
565,110103081,1,3.1526877714594,1.7142857313156128,4.155220693593179,5.0
1056,110104003,2,4.891875002866055,5.0,3.5211945710555916,3.875
1196,110104003,2,4.918874178858046,5.0,3.4769325967172646,3.875
1034,110104003,2,4.914942618282058,5.0,3.357142773124522,3.875
759,110103638,2,2.2471990089298637,2.7142856121063232,3.486803904570843,3.75
1279,110103638,2,2.3545929615924663,2.7142856121063232,3.759988867508006,3.75
582,110103638,2,2.222974347062989,2.7142856121063232,3.680557911368086,3.75
676,110103853,1,3.9506874508864414,2.5714285373687744,3.8845363051238953,3.875
651,110103853,1,3.858700204897375,2.5714285373687744,4.054932304137772,3.875
916,110103561,1,4.485665899623788,4.142857074737549,3.798454703119985,3.375
741,110103974,1,3.024601795952875,2.142857074737549,3.9424791371811527,3.375
542,110103974,1,3.075935654156377,2.142857074737549,3.8799557319651874,3.375
633,110103974,1,2.941693186813493,2.142857074737549,3.8742632342652583,3.375
825,120104800,1,2.2174719317294405,1.7142857313156128,4.406325531108755,4.75
1043,120104800,1,2.336819771765229,1.7142857313156128,4.3103660391748315,4.75
1279,120104516,2,3.6550570174496633,3.0,4.666289528339913,4.5
649,120105012,2,3.636235255968284,3.4285714626312256,4.282394745343291,3.75
1189,120104539,1,3.2813834859724706,1.8571428060531616,4.594923464911827,4.5
1045,120104539,1,3.3214602814217167,1.8571428060531616,4.402082995393232,4.5
1461,120104539,1,3.213578344856879,1.8571428060531616,4.434064998177956,4.5
591,120104792,1,3.7705133586791693,1.8571428060531616,4.888466050190283,4.625
1437,120104911,1,3.45258287962307,3.857142925262451,3.9427087472159483,3.625
1495,120104479,1,3.437292013567394,2.142857074737549,3.7767235105686088,4.5
1436,120104479,1,3.3519431972813183,2.142857074737549,3.977949076927796,4.5
719,120104167,2,3.3884930455338513,2.2857143878936768,4.398630919583133,5.0
609,120104167,2,3.4951677588011973,2.2857143878936768,4.572545673616731,5.0
1351,120104167,2,3.522679260485065,2.2857143878936768,4.412407902127581,5.0
1133,120104568,2,2.4763352756900616,3.4285714626312256,4.404040218743682,4.0
502,120104490,2,3.0983078191922746,2.857142925262451,3.8608085995820822,4.5
938,120104490,2,3.0423133349421825,2.857142925262451,3.5237716334976197,4.5
812,120104559,1,2.8271595244975756,1.8571428060531616,3.534605818987325,4.0
1374,120104559,1,2.855395956484276,1.8571428060531616,3.4171081748043077,4.0
1233,120105011,1,3.598736138630198,2.4285714626312256,4.5871991231883715,4.75
707,120105011,1,3.645168535743543,2.4285714626312256,4.352873557840029,4.75
1454,120104175,1,2.6241213774616745,2.2857143878936768,4.8547466213852815,4.625
1400,120104175,1,2.627409717893095,2.2857143878936768,4.83675635400192,4.625
633,120104269,1,3.6224062394766645,4.142857074737549,4.442862569799186,4.75
1145,120104307,1,2.8341097084885316,3.7142856121063232,4.374201597928972,4.625
1365,120104307,1,2.8347089194137536,3.7142856121063232,4.34342572219277,4.625
1062,120105004,2,2.6915531468099383,1.2857142686843872,4.264552034963555,4.875
580,120105004,2,2.8595476669396303,1.2857142686843872,4.194376355039395,4.875
1137,120105004,2,2.9164875663075365,1.2857142686843872,4.143171834225288,4.875
522,120104959,2,2.9721458740838638,1.8571428060531616,4.586708062590265,4.25
1106,120104670,2,2.299505228616916,2.4285714626312256,4.085606368686334,3.75
934,120104670,2,2.3919487128932064,2.4285714626312256,3.9914021238944493,3.75
1081,120104670,2,2.431473819229863,2.4285714626312256,4.172049571986655,3.75
531,120104979,1,3.1874512352178686,2.142857074737549,4.690095639416504,4.375
608,120104979,1,3.3827180416256057,2.142857074737549,4.66420925216023,4.375
790,120104979,1,3.320988344644847,2.142857074737549,4.64662728408827,4.375
1443,120104533,1,3.683918668074638,2.4285714626312256,4.384329180483951,4.5
779,120104533,1,3.4708503819440875,2.4285714626312256,4.4253621655855,4.5
1372,120104533,1,3.548749661772329,2.4285714626312256,4.313007137763128,4.5
713,120104154,1,1.8513316034652494,1.7142857313156128,4.6517814553934205,4.625
728,120104154,1,2.1888916990489484,1.7142857313156128,4.6641886936056975,4.625
724,120104693,1,1.0168801380612256,1.0,5.0,4.875
707,120105034,2,2.812178725350383,4.428571224212647,4.750311825163934,4.5
1017,120105551,2,2.2214566004867877,3.2857143878936768,3.674617791601334,4.125
546,120105551,2,2.3019413001554323,3.2857143878936768,3.538017023474037,4.125
1012,120105234,2,3.0044175101108768,3.5714285373687744,3.6923973757509536,3.125
1245,120105621,2,2.8508254213432473,2.2857143878936768,3.6658657108542814,4.25
564,120105621,2,2.751089080976643,2.2857143878936768,3.3148109012973053,4.25
909,120105667,1,1.5388854644230294,1.0,3.087201735326571,4.625
980,120105667,1,1.8118439093996903,1.0,3.1973937088154045,4.625
548,120105588,1,2.629896696007411,2.2857143878936768,3.527520015023663,4.25
629,120105627,2,3.029285571404836,3.142857074737549,4.763219659996587,4.625
988,120105627,2,3.124290097063054,3.142857074737549,4.369317620195103,4.625
609,120105627,2,3.0794048440861554,3.142857074737549,4.550620207979586,4.625
1360,120105291,2,3.382821433151944,3.0,4.768227490928322,3.375
1207,120105347,1,2.553326990803216,1.7142857313156128,4.719567335751817,4.75
1485,120105481,1,3.6778907714911564,3.7142856121063232,4.308520879851983,4.5
585,120105481,1,3.658852304271847,3.7142856121063232,4.522063077061911,4.5
1054,120105481,1,3.6776018480644077,3.7142856121063232,4.326635980535171,4.5
863,120105120,1,3.180362555892817,1.5714285373687744,2.412833415698416,3.375
1012,120105731,1,3.995293173365022,1.2857142686843872,2.467280406769605,3.5
1353,120105731,1,3.8781951659157765,1.2857142686843872,2.5554776552758987,3.5
1509,120105731,1,3.9263700019207004,1.2857142686843872,2.544400994631841,3.5
540,120105770,1,2.238436346941477,2.142857074737549,4.507653425571131,4.5
814,120105770,1,2.397465025344972,2.142857074737549,4.468433254048662,4.5
1230,120105825,1,1.3776581112320272,1.4285714626312256,4.602407924081798,4.625
851,120105825,1,1.6132271890563012,1.4285714626312256,4.517222808531718,4.625
1248,120105825,1,1.6867096777582757,1.4285714626312256,4.670192697617016,4.625
1187,120105460,1,1.492018662537645,1.5714285373687744,4.993160264725723,4.5
917,130107036,1,1.7015424527813083,2.2857143878936768,3.608866375047665,4.25
1323,130107036,1,1.7152130664261795,2.2857143878936768,3.557652406608719,4.25
965,130107036,1,1.8546667234035368,2.2857143878936768,3.803809969753499,4.25
834,130106938,1,2.430019755704515,3.2857143878936768,4.962110677969665,4.75
821,130106938,1,2.394807765227713,3.2857143878936768,4.9047229639325725,4.75
1081,130106938,1,2.721398740501267,3.2857143878936768,5.0,4.75
1321,130106188,1,4.676614670266369,4.142857074737549,3.0086935869676097,3.875
1325,130106188,1,4.46324875459801,4.142857074737549,3.0125896344784238,3.875
1397,130106893,1,4.957689338220225,4.714285850524902,3.450799398033225,4.125
895,130106893,1,4.9889054093689476,4.714285850524902,3.226494109567776,4.125
1087,130106893,1,4.8211175847389,4.714285850524902,3.335034153769226,4.125
671,130106196,2,4.362800592504132,4.714285850524902,3.4806251881910604,3.375
561,130106856,2,2.8014242087057086,2.7142856121063232,3.220243153494458,4.625
1174,130106838,2,2.955047143538648,2.0,3.2434821992868708,3.75
811,130106451,2,4.734044775829514,4.428571224212647,3.1912660213286275,3.625
1479,130106451,2,4.623186063796613,4.428571224212647,2.98173395284169,3.625
1479,130106457,1,4.415130209310659,4.142857074737549,4.013885008214522,3.625
1156,130106659,1,4.308902280722761,3.5714285373687744,5.0,4.625
1300,130106659,1,4.214314530634859,3.5714285373687744,5.0,4.625
899,130106454,1,2.3541593351756935,2.4285714626312256,3.753370062185073,4.5
988,130106284,2,2.768673479014389,1.8571428060531616,3.1717468701900327,2.75
1369,130106284,2,2.6929949295513627,1.8571428060531616,3.2844310432975146,2.75
836,130106508,2,3.1201022466884756,2.0,3.8363965581250508,3.375
1171,130107620,1,2.8097768305227366,2.7142856121063232,3.825767403229856,4.875
1203,130107620,1,2.7531861689598984,2.7142856121063232,3.701803504763407,4.875
1255,130107245,1,4.486117811160461,4.0,4.399499654500182,4.75
745,130107245,1,4.513483334266682,4.0,4.6850566022810485,4.75
1040,130107775,2,3.184125521556219,4.285714149475098,2.08796608813036,2.75
626,130108025,2,3.8954938225753994,4.428571224212647,3.4667157233358292,4.0
799,130108025,2,3.6876954999126044,4.428571224212647,3.5662037786208955,4.0
1371,130107676,2,3.955299695439663,3.857142925262451,3.930662948147171,4.0
885,140102094,2,1.78055140728372,3.857142925262451,4.88182365350494,4.5
1184,140102162,2,2.628687111213371,2.4285714626312256,4.470820078095488,4.5
1419,140102162,2,2.823930147949691,2.4285714626312256,4.392679776790465,4.5
568,140102928,2,2.14589073578073,3.0,4.531008361829698,4.875
1488,140102928,2,2.266095858416934,3.0,4.394298378434462,4.875
606,140102928,2,2.234443424917878,3.0,4.655738127934814,4.875
894,140103061,1,2.6697750137592227,2.0,3.9464288904367595,3.75
1109,140103061,1,2.5836384266062566,2.0,3.9646229402218816,3.75
1525,140103061,1,2.8357422136130155,2.0,3.8683714108551635,3.75
1287,140102522,1,2.891648522578949,4.0,3.640626355969544,3.75
1294,140102543,1,3.0943872424839522,3.0,3.649801773501886,4.125
985,140102991,1,4.43482848891466,4.428571224212647,2.8099498580428617,3.25
1541,140102991,1,4.277084067397491,4.428571224212647,3.0929412622359407,3.25
570,140104967,1,3.2080730045232495,3.0,3.8094043857040356,3.625
1553,140104967,1,3.4514563211324853,3.0,3.84071675670203,3.625
781,140104967,1,3.4031034730568033,3.0,3.6619212810012085,3.625
1230,140104191,1,3.2172146558222714,3.142857074737549,4.08131055544606,3.625
1446,140104250,1,3.3790882966274074,2.7142856121063232,4.394732733633331,4.0
1238,140104290,2,4.2257090077046024,4.285714149475098,3.303321600076568,3.125
1559,140106018,1,1.7859896278779521,1.2857142686843872,4.356145550994404,5.0
1117,140106018,1,1.7305631966348909,1.2857142686843872,4.305013436816985,5.0
1111,140106018,1,1.772040139307811,1.2857142686843872,4.417856019013366,5.0
1390,140105105,2,2.5785017114116595,3.142857074737549,4.682390600614247,4.625
1094,140105105,2,2.5697937820314256,3.142857074737549,4.688631178234292,4.625
1523,140107390,2,3.0179761812224717,2.2857143878936768,4.057179641394327,4.75
1328,140107390,2,3.0008553700641625,2.2857143878936768,4.023923800967737,4.75
1171,140107778,1,3.7536638465528993,2.7142856121063232,2.612348354779678,3.75
668,140107778,1,3.570582719724186,2.7142856121063232,2.7950624650685065,3.75
1300,140107778,1,3.319239705835241,2.7142856121063232,2.6368296963711355,3.75
788,140107231,1,3.183815929775387,4.5714287757873535,1.897984774517595,2.5
746,140107231,1,3.241501286203954,4.5714287757873535,1.9570229666770063,2.5
770,140107231,1,3.2676995204525006,4.5714287757873535,1.9055090339921228,2.5
1557,140109684,1,3.2047296897668693,3.857142925262451,3.742421668109963,4.125
891,140109684,1,3.3055124097564716,3.857142925262451,3.9595077030782178,4.125
837,140109329,1,3.159330245430067,2.5714285373687744,3.534616473333344,4.375
616,140109329,1,3.4517979891709807,2.5714285373687744,3.5665239579454355,4.375
1331,140109321,1,2.6126594445824085,3.4285714626312256,4.901584506749178,4.875
1539,140109321,1,2.3338749485005703,3.4285714626312256,4.703871687648432,4.875
1250,140109321,1,2.4042087856599452,3.4285714626312256,4.793263884284083,4.875
1197,140109337,1,3.3650639517568255,2.2857143878936768,3.6627886909989162,4.875
1213,140109337,1,3.476784908407896,2.2857143878936768,3.752423612524248,4.875
1458,140109489,1,2.511104805369953,3.5714285373687744,3.7488006348102263,3.75
1551,140109489,1,2.538365734162381,3.5714285373687744,3.919744475265449,3.75
584,140109489,1,2.4834428464648415,3.5714285373687744,3.9495230631295626,3.75
581,140110513,2,3.4037639808689293,4.285714149475098,4.584847014171889,4.375
1222,140110513,2,3.5957257175364306,4.285714149475098,4.780442255163506,4.375
1100,140110513,2,3.6788816018884214,4.285714149475098,4.7687016387556325,4.375
1243,140110798,2,4.194181163481659,4.428571224212647,4.27760156845495,4.125
619,140110798,2,4.211971831608457,4.428571224212647,4.126535316032377,4.125
685,140110131,2,3.5054680979725816,4.428571224212647,4.641302304754572,3.75
947,140110588,2,2.8654896963845973,2.7142856121063232,3.656765987422973,4.0
759,140110588,2,2.9352643898924744,2.7142856121063232,3.6102974016184297,4.0
1332,140110588,2,2.978660595574345,2.7142856121063232,3.4584449894215097,4.0
822,140110441,2,3.749153287869356,4.142857074737549,3.3182703117798162,3.0
1231,140110441,2,3.868265778325041,4.142857074737549,3.1046665717294815,3.0
813,140110441,2,4.044605482232533,4.142857074737549,3.211809042044522,3.0
1012,140110323,2,2.9489097524313546,3.4285714626312256,4.7966037315878784,4.625
1094,140110323,2,3.061463205979674,3.4285714626312256,4.673787001101558,4.625
1566,140110183,1,4.065142483770233,4.142857074737549,3.742303704630574,4.0
971,140110183,1,3.9941251289878035,4.142857074737549,3.735399618006791,4.0
1467,140110183,1,4.061122289376994,4.142857074737549,3.605144882130487,4.0
1147,140110179,1,2.336000985035433,2.4285714626312256,4.219989119469452,4.875
883,140110179,1,2.177555243186362,2.4285714626312256,4.44520360049046,4.875
969,140110179,1,2.5901556083841815,2.4285714626312256,4.41298044213502,4.875
1263,215052231,1,3.0314168387095357,1.7142857313156128,4.384981494262608,4.875
1454,215052033,2,3.682397896940055,2.5714285373687744,4.291228032109577,4.0
1160,215052033,2,3.724012907041898,2.5714285373687744,4.348393556052929,4.0
1019,215052311,1,3.1633299506458363,1.8571428060531616,4.180350253187774,4.875
1117,215052311,1,2.8779040905942597,1.8571428060531616,4.212850045288823,4.875
763,215052311,1,3.148829895816219,1.8571428060531616,4.190555383924616,4.875
844,215051649,1,3.9760095721977176,4.0,4.103286904172003,4.375
851,215051649,1,4.002894472947875,4.0,4.177502867680838,4.375
703,215051569,1,3.430842257995804,2.7142856121063232,3.350840711631229,4.75
641,215051569,1,3.546899391886944,2.7142856121063232,3.033199650321438,4.75
1106,215051569,1,3.498192665890116,2.7142856121063232,2.9879909944354774,4.75
604,215051768,1,3.1649351390385654,2.857142925262451,4.217664649046276,3.375
609,215051768,1,3.2107839040273487,2.857142925262451,4.147390206524598,3.375
602,215052110,2,3.535998150910234,2.857142925262451,3.155576457519644,4.125
974,215052110,2,3.801124073299632,2.857142925262451,3.3642225655915152,4.125
1283,215052110,2,3.741715369527901,2.857142925262451,3.3038574521567883,4.125
1575,215052090,1,4.117142594563698,4.142857074737549,3.14197609945705,3.0
1426,215052313,1,5.0,3.7142856121063232,3.4937206277815136,3.75
1006,215052313,1,4.883259262889055,3.7142856121063232,3.665105325306227,3.75
1522,215052313,1,5.0,3.7142856121063232,3.483521313752475,3.75
714,215051543,1,2.350159699921912,1.7142857313156128,4.162354777895728,4.5
950,215051991,1,2.2306314902340154,2.4285714626312256,3.9940282829276597,4.625
1295,215051991,1,2.260278415006061,2.4285714626312256,4.100815778002652,4.625
1092,215051991,1,2.6469558770359987,2.4285714626312256,3.96230001488134,4.625
800,215051703,1,3.3983290592520357,2.5714285373687744,3.5687482529674943,4.5
978,215051703,1,3.4383204940422027,2.5714285373687744,3.5109202319549135,4.5
689,215051703,1,3.4510365747749443,2.5714285373687744,3.508535926321784,4.5
1131,215051948,2,2.9133569680666485,2.142857074737549,3.820137587044292,5.0
1435,215051561,2,3.7004560914595217,1.2857142686843872,5.0,5.0
1046,215052014,2,2.00126819273526,1.1428571939468384,4.711282987880924,5.0
778,215052014,2,1.9371559258823865,1.1428571939468384,4.742836374121627,5.0
612,215051632,2,2.4064343847178393,2.5714285373687744,4.801051602784556,4.125
1601,215051856,2,2.154319210571866,2.7142856121063232,4.6839397008526715,4.5
1090,215051856,2,2.129093333668651,2.7142856121063232,4.515992669534343,4.5
834,225053435,2,2.274566733660385,2.2857143878936768,3.6159071355215833,4.125
1124,225053435,2,2.3462681597125625,2.2857143878936768,3.6114265755852943,4.125
838,225053435,2,2.0892303168776865,2.2857143878936768,3.561596719511317,4.125
826,225052831,2,2.8518674786199933,2.5714285373687744,4.161532925100405,4.0
1459,225053440,2,1.7811896385597095,2.857142925262451,3.765903626158442,4.125
678,225053440,2,1.7714601957142895,2.857142925262451,3.534839052795665,4.125
937,225053440,2,1.8529435159504195,2.857142925262451,4.009221410695807,4.125
772,225053500,1,1.6791766694508945,2.0,4.801137253848746,5.0
705,225052517,1,3.225089246061956,2.4285714626312256,4.673919637217995,4.75
1071,225052517,1,3.061990460241396,2.4285714626312256,4.438768798398586,4.75
856,225052517,1,3.0998263641950894,2.4285714626312256,4.731690941875118,4.75
644,225052952,1,2.2570043196502096,1.8571428060531616,4.716408705023156,4.75
1192,225052952,1,2.265231207000098,1.8571428060531616,4.911389459969583,4.75
1089,225053133,1,3.1688790030395944,2.857142925262451,3.313736493203628,4.75
1031,225053299,1,2.176292308098247,1.2857142686843872,3.154533525939692,3.375
1202,225053299,1,2.351598729938169,1.2857142686843872,3.135038214891675,3.375
1269,225053299,1,2.1309812484782853,1.2857142686843872,2.872339733996571,3.375
902,225053484,1,2.4742516654591276,3.0,3.364129342613337,3.25
1532,225053484,1,2.532910147200118,3.0,3.2768377237443724,3.25
1228,225053484,1,2.4663504967119603,3.0,3.214553956649245,3.25
819,225053028,1,4.007915153874667,2.5714285373687744,3.877795683844051,4.0
1170,225053221,1,2.032305811500677,2.4285714626312256,4.201205735589285,4.5
1236,225053346,2,3.009868636922663,2.7142856121063232,4.604476664737529,4.875
763,225053346,2,3.117277095360638,2.7142856121063232,4.900600521393231,4.875
1503,225052824,2,1.4908539678368677,2.142857074737549,4.220763857306267,3.875
835,225052824,2,1.5282747727759667,2.142857074737549,4.285734635357856,3.875
1000,225052824,2,1.6145649222974698,2.142857074737549,4.356938483604377,3.875
1228,225053378,2,3.8231984844013573,4.5714287757873535,2.5601323816376462,3.125
1308,225053330,2,1.7203419305817707,2.5714285373687744,4.744982954178251,5.0
780,225052807,2,4.740954502474697,4.428571224212647,3.3861095134732833,4.375
804,225052877,2,4.617659494870338,3.857142925262451,3.682230514756186,4.5
1264,225053284,1,1.347911331092556,2.142857074737549,4.462742349111225,4.375
1269,225053284,1,1.4383927096846996,2.142857074737549,4.405470110736899,4.375
814,225053284,1,1.1624967910932622,2.142857074737549,4.518628677986566,4.375
1143,225052846,1,2.5965129124856783,1.2857142686843872,3.11418687001923,3.5
1518,225052872,1,1.4794826052619923,2.142857074737549,4.98831654453624,4.25
628,225052731,2,3.6742000401936457,3.5714285373687744,4.28288322262277,4.25
1066,225052731,2,3.8447136242118694,3.5714285373687744,4.18442993946352,4.25
751,225053373,2,1.5338657587738034,1.4285714626312256,4.763219264270616,4.375
1105,225053373,2,1.5254056673559242,1.4285714626312256,4.502036771862868,4.375
1391,225052928,2,3.824417374947669,2.4285714626312256,4.686735485027319,4.25
1141,225052928,2,4.013556369089487,2.4285714626312256,4.502668884231311,4.25
947,225053696,2,3.7527438363276873,2.857142925262451,4.356408464402819,4.125
1458,225053696,2,3.89626645261738,2.857142925262451,4.67178756556134,4.125
1200,225053696,2,3.744426634442302,2.857142925262451,4.522547335423311,4.125
1455,225054112,2,3.896268504915359,1.8571428060531616,4.125253261815392,4.625
1623,225054112,2,3.9523750471383865,1.8571428060531616,4.193002155959341,4.625
1533,225054112,2,3.893098358443907,1.8571428060531616,4.209775246940761,4.625
1483,225054413,1,2.9000643395904975,2.5714285373687744,4.7439079132551685,4.625
1535,225054413,1,3.025568523186959,2.5714285373687744,4.756889877847306,4.625
1541,225054413,1,3.0354718160665013,2.5714285373687744,4.900614386054959,4.625
956,225054254,2,2.123598798923108,1.4285714626312256,3.746896949140352,4.0
1080,225054254,2,2.0651389088773513,1.4285714626312256,3.864412738882596,4.0
864,225054222,2,3.938192659724798,3.142857074737549,4.279625245648971,4.5
1489,225054263,2,2.8562613874290332,3.2857143878936768,3.817639453574223,4.125
759,225054263,2,2.7249149976174194,3.2857143878936768,3.841751859008316,4.125
768,225054169,1,2.810592891449906,2.0,3.8604176160696233,5.0
1604,225054149,1,3.5126234647489984,3.5714285373687744,3.9058873670992993,3.5
1405,225054149,1,3.6486091158241694,3.5714285373687744,3.600698439422281,3.5
1089,225053728,1,4.79164038878499,4.5714287757873535,3.650999050109522,3.625
691,225053728,1,4.5393940485217765,4.5714287757873535,3.622919916774084,3.625
772,225053728,1,4.730180747581289,4.5714287757873535,3.67159025022428,3.625
707,225054298,2,3.6300848198153473,2.857142925262451,2.315892448849134,3.5
1597,225054298,2,3.6744151288792586,2.857142925262451,2.353974406475883,3.5
646,225054298,2,3.760517825787142,2.857142925262451,2.2169585453929566,3.5
892,225054144,1,1.2319375606377705,1.1428571939468384,3.5558645550922514,4.375
1369,225054144,1,1.2373966246867818,1.1428571939468384,3.7027519844009613,4.375
1167,225054144,1,1.4031520834745552,1.1428571939468384,3.5772431521298413,4.375
1370,225054171,1,3.1222625771368477,1.5714285373687744,3.2933128321085454,4.0
942,225054171,1,3.018979176921424,1.5714285373687744,3.296716715531905,4.0
938,225053949,1,1.4135835542619661,1.1428571939468384,4.4918474305231415,4.625
1562,225053949,1,1.3526415317526168,1.1428571939468384,4.548892475487901,4.625
780,225053949,1,1.3043051041239695,1.1428571939468384,4.410668622843312,4.625
1523,225053792,1,4.751688433423108,4.142857074737549,3.2583131518149253,4.125
1181,225053792,1,4.9426210331694,4.142857074737549,3.2459502611803255,4.125
1502,225053792,1,4.662827996195287,4.142857074737549,3.236051886606392,4.125
1081,225054099,1,3.376256210555043,3.0,3.7225779801085026,4.75
762,225054099,1,3.4307364706495944,3.0,3.742314812657354,4.75
1063,225054099,1,3.4331185340533845,3.0,3.7802752367907666,4.75
960,235053498,1,2.9579121739470686,2.7142856121063232,3.845229815053893,3.875
713,235053505,1,3.526748472608135,2.857142925262451,2.2826333711100766,3.125
778,235053505,1,3.7796102302193084,2.857142925262451,2.2230835372449316,3.125
863,235053505,1,3.666986623600318,2.857142925262451,2.1644020436736233,3.125
1188,235052975,1,2.017683139932449,2.142857074737549,3.920328573135252,5.0
812,235052975,1,1.989291177082427,2.142857074737549,3.862279856025744,5.0
1496,235055294,1,3.8100353041912296,2.857142925262451,3.4831102723414604,4.75
1612,235054674,1,4.33254145076007,4.285714149475098,3.9222899137748173,3.75
1514,235054674,1,4.479621029737186,4.285714149475098,3.925814905110193,3.75
1190,235054674,1,4.569942400268299,4.285714149475098,3.9009574759869854,3.75
1290,235055212,1,4.218384267676209,1.7142857313156128,3.70810572350881,4.5
675,235055212,1,4.182305676392256,1.7142857313156128,3.659381945434202,4.5
679,235055212,1,4.019740134081664,1.7142857313156128,3.9070872670667116,4.5
1388,235055224,2,2.4247272273698184,2.4285714626312256,4.876933619948669,5.0
1037,235055224,2,2.42455440852979,2.4285714626312256,5.0,5.0
696,235054677,2,3.5372719332354965,1.8571428060531616,5.0,4.5
1211,235054875,2,3.773358827670743,3.857142925262451,4.353988349769573,5.0
1194,235156160,1,4.493180708064134,3.142857074737549,2.99689449009958,4.125
1394,235155938,1,4.4031526459622725,4.714285850524902,2.644040576167787,3.5
1646,235155938,1,4.305841576248157,4.714285850524902,2.7959562984475186,3.5
965,235155938,1,4.334732226787704,4.714285850524902,2.854561175921035,3.5
1625,235155802,2,3.127112340847923,3.0,2.8767113028427045,4.0
778,235155795,2,3.705689020309729,2.857142925262451,3.4269188459244697,4.5
1304,235156927,1,3.1664274787462006,2.5714285373687744,3.4959852770641158,4.0
1565,235156927,1,3.317712964336365,2.5714285373687744,3.2493005359905203,4.0
875,235156983,1,3.2463396609821142,2.142857074737549,2.708764739797307,4.25
1460,235156983,1,3.458526707328524,2.142857074737549,2.7010819422841776,4.25
1036,235156983,1,3.4653785032597537,2.142857074737549,2.8364293448915534,4.25
1273,245163183,1,3.2794213895671036,1.5714285373687744,4.563322608457514,4.5
819,245163183,1,3.2399076558595516,1.5714285373687744,4.722326609966776,4.5
1333,245163183,1,3.1204146901253083,1.5714285373687744,4.693450571401443,4.5
777,245162741,1,2.2911370492838525,3.142857074737549,2.987751520304228,4.375
1618,245162741,1,2.279979937530613,3.142857074737549,3.0902562658628807,4.375
1317,245162741,1,2.3396409553741813,3.142857074737549,3.1587582118062847,4.375
1438,245162676,1,2.6330172670127325,3.857142925262451,3.9084099997116715,4.875
747,245162676,1,2.5345922893443804,3.857142925262451,3.8183409201102387,4.875
737,245162676,1,2.2454667403556194,3.857142925262451,3.7865254511589495,4.875
1561,245162863,2,3.8133013211555093,1.5714285373687744,4.512157191891918,4.75
1516,245162778,2,3.5987167400335105,3.142857074737549,4.750994892661569,4.75
1154,245162926,2,3.878391825211072,2.7142856121063232,3.8380890484402843,5.0
1554,245258315,2,3.430691370256236,2.5714285373687744,3.365795062837499,3.5
913,245258315,2,3.2972087104135097,2.5714285373687744,3.5561489933162167,3.5
847,245258315,2,3.377942372641667,2.5714285373687744,3.5060115495304944,3.5
678,245258222,1,3.6764717440515158,1.8571428060531616,3.7670214974821175,4.875
1010,245257862,1,3.7915157397223016,2.4285714626312256,3.1196567324194344,2.75
1251,245257923,1,3.449777007745163,2.5714285373687744,4.404990751188956,4.375
1610,245258275,1,3.2452697918843287,4.5714287757873535,3.256846685062295,3.25
