student_id,school_id,school_belonging,peer_inclusivity,teacher_support,community_activities,small_school,school_context
759,118,1,0,1,0,0,Urban
760,83,1,0,1,1,0,Suburban
761,73,1,0,1,1,0,Urban
762,76,1,0,1,1,1,Rural
763,96,0,0,0,1,0,Suburban
764,117,0,0,0,0,1,Suburban
765,95,1,1,0,1,1,Urban
766,81,1,1,1,1,1,Urban
767,23,1,1,1,1,0,Urban
768,74,1,0,1,0,1,Urban
769,63,0,0,1,1,1,Urban
770,30,1,1,1,0,0,Urban
771,19,1,0,1,1,0,Rural
772,26,0,0,0,0,1,Suburban
773,90,0,1,1,0,0,Suburban
774,11,1,1,1,1,0,Urban
775,20,1,0,0,0,0,Urban
776,118,1,1,1,1,0,Urban
777,56,1,0,0,1,1,Urban
778,45,0,1,0,0,0,Urban
779,68,0,0,0,0,1,Urban
780,47,0,0,1,1,0,Urban
781,76,0,0,1,0,1,Rural
782,89,1,1,1,1,1,Suburban
783,120,1,0,1,1,1,Rural
784,58,0,0,1,0,0,Urban
785,10,1,1,1,0,1,Urban
786,22,1,0,1,0,0,Urban
787,71,1,1,1,1,1,Rural
788,24,1,1,0,0,0,Urban
789,66,0,1,0,0,1,Suburban
790,96,1,1,1,1,0,Suburban
791,85,1,1,1,1,0,Urban
792,61,1,0,0,0,0,Rural
793,7,1,1,1,0,0,Urban
794,72,1,0,0,1,0,Suburban
795,117,0,1,0,1,1,Suburban
796,115,1,1,1,1,1,Urban
797,38,1,1,0,1,0,Suburban
798,21,1,0,1,1,1,Suburban
799,8,1,1,1,1,1,Suburban
800,121,1,0,1,1,1,Rural
801,89,1,0,1,1,1,Suburban
802,28,1,0,0,1,1,Urban
803,92,1,1,1,0,1,Urban
804,54,1,1,1,0,1,Urban
805,31,1,0,1,1,1,Urban
806,116,1,1,0,0,1,Urban
807,100,1,0,0,1,0,Suburban
808,89,0,1,0,0,1,Suburban
809,116,1,0,1,1,1,Urban
810,120,1,0,1,0,1,Rural
811,41,1,0,1,1,0,Suburban
812,37,1,1,1,1,0,Urban
813,38,0,0,1,0,0,Suburban
814,51,0,1,1,1,1,Suburban
815,76,1,1,1,0,1,Rural
816,37,0,0,0,0,0,Urban
817,101,0,0,1,0,0,Urban
818,31,1,0,1,0,1,Urban
819,62,1,0,1,1,0,Rural
820,18,1,1,0,0,1,Rural
821,90,1,1,0,1,0,Suburban
822,6,0,0,0,0,0,Rural
823,9,1,1,1,1,1,Suburban
824,11,0,1,0,0,0,Urban
825,95,1,1,1,1,1,Urban
826,119,1,1,1,1,1,Rural
827,110,1,1,0,1,0,Suburban
828,120,0,1,1,0,1,Rural
829,2,1,1,1,1,1,Urban
830,29,1,1,1,0,1,Rural
831,110,0,0,1,0,0,Suburban
832,121,1,1,0,0,1,Rural
833,51,1,1,1,0,1,Suburban
834,106,1,0,1,0,0,Urban
835,69,1,1,1,1,0,Urban
836,23,0,0,1,0,0,Urban
837,100,1,0,1,0,0,Suburban
838,7,1,1,1,0,0,Urban
839,56,1,1,1,1,1,Urban
840,77,1,0,1,1,1,Rural
841,106,0,0,0,0,0,Urban
842,62,1,1,1,1,0,Rural
843,74,0,0,1,1,1,Urban
844,100,1,1,1,0,0,Suburban
845,80,1,0,1,1,0,Urban
846,15,1,1,0,1,0,Suburban
847,53,1,0,0,1,1,Suburban
848,43,1,0,1,0,0,Urban
849,83,1,0,0,0,0,Suburban
850,85,1,1,1,0,0,Urban
851,120,1,1,1,1,1,Rural
852,35,1,1,1,1,1,Suburban
853,79,1,1,1,0,0,Suburban
854,112,1,1,1,0,0,Suburban
855,14,0,0,0,1,0,Urban
856,93,1,1,1,1,1,Suburban
857,69,1,1,0,1,0,Urban
858,122,1,0,0,1,1,Urban
859,49,1,0,1,1,1,Suburban
860,18,0,0,1,0,1,Rural
861,51,1,0,1,0,1,Suburban
862,1,0,1,0,0,0,Urban
863,27,1,1,1,1,0,Urban
864,64,1,0,1,0,0,Suburban
865,60,1,0,1,0,0,Urban
866,91,1,1,1,0,0,Suburban
867,89,1,0,1,0,1,Suburban
868,41,1,1,1,1,0,Suburban
869,21,0,1,1,0,1,Suburban
870,14,1,1,1,0,0,Urban
871,116,1,1,1,1,1,Urban
872,117,1,1,1,0,1,Suburban
873,20,0,1,1,1,0,Urban
874,92,1,0,1,1,1,Urban
875,85,1,1,1,1,0,Urban
876,87,1,1,1,1,1,Urban
877,11,1,0,1,0,0,Urban
878,120,0,0,1,1,1,Rural
879,66,1,0,1,0,1,Suburban
880,84,0,0,1,0,0,Urban
881,24,1,0,1,0,0,Urban
882,119,1,1,0,0,1,Rural
883,89,0,1,0,1,1,Suburban
884,37,0,1,0,0,0,Urban
885,86,1,1,0,1,0,Suburban
886,24,1,1,1,0,0,Urban
887,15,1,0,1,0,0,Suburban
888,12,1,1,1,1,1,Urban
889,110,1,1,1,0,0,Suburban
890,95,1,1,1,1,1,Urban
891,107,0,0,0,0,0,Rural
892,64,1,1,1,0,0,Suburban
893,31,0,0,1,0,1,Urban
894,53,1,1,1,1,1,Suburban
895,94,1,1,1,0,1,Urban
896,105,0,1,1,0,1,Rural
897,84,0,0,0,0,0,Urban
898,72,1,1,1,1,0,Suburban
899,44,1,0,0,1,1,Rural
900,30,1,1,1,1,0,Urban
901,35,1,1,0,0,1,Suburban
902,21,1,0,1,1,1,Suburban
903,111,1,0,1,1,0,Suburban
904,104,1,0,1,1,1,Urban
905,63,0,0,0,1,1,Urban
906,122,0,0,0,1,1,Urban
907,92,1,0,1,0,1,Urban
908,103,1,0,1,1,0,Urban
909,17,0,0,0,1,0,Urban
910,12,1,0,1,0,1,Urban
911,116,1,0,1,0,1,Urban
912,114,0,0,1,1,1,Suburban
913,18,1,1,1,0,1,Rural
914,111,0,0,0,1,0,Suburban
915,119,1,0,0,0,1,Rural
916,92,1,1,1,0,1,Urban
917,60,1,0,1,0,0,Urban
918,67,0,1,0,0,0,Suburban
919,115,0,1,1,0,1,Urban
920,15,0,0,0,0,0,Suburban
921,16,1,1,1,1,0,Suburban
922,22,0,0,1,1,0,Urban
923,118,0,0,0,0,0,Urban
924,113,1,1,1,1,1,Urban
925,95,1,1,1,1,1,Urban
926,63,1,1,1,1,1,Urban
927,31,1,0,1,1,1,Urban
928,1,1,0,1,0,0,Urban
929,75,1,0,0,0,1,Suburban
930,6,0,1,0,0,0,Rural
931,87,1,0,1,0,1,Urban
932,9,1,1,1,1,1,Suburban
933,52,0,0,1,0,1,Urban
934,80,1,1,1,1,0,Urban
935,62,0,0,1,1,0,Rural
936,58,0,1,0,1,0,Urban
937,102,1,0,1,1,1,Urban
938,108,0,1,0,0,1,Suburban
939,19,0,0,1,1,0,Rural
940,109,1,0,1,0,0,Suburban
941,13,1,1,1,1,1,Rural
942,32,1,0,1,1,0,Suburban
943,100,1,0,1,1,0,Suburban
944,9,1,1,0,0,1,Suburban
945,110,1,1,1,1,0,Suburban
946,110,0,0,0,0,0,Suburban
947,49,1,1,1,0,1,Suburban
948,37,1,1,0,1,0,Urban
949,31,0,1,1,0,1,Urban
950,31,1,0,0,1,1,Urban
951,59,1,1,1,0,0,Urban
952,55,0,0,0,1,1,Suburban
953,19,0,0,0,0,0,Rural
954,63,1,0,1,1,1,Urban
955,2,1,0,1,1,1,Urban
956,45,1,1,1,1,0,Urban
957,96,1,0,0,0,0,Suburban
958,43,1,1,1,1,0,Urban
959,98,0,1,1,0,0,Rural
960,1,1,1,1,0,0,Urban
961,85,1,1,1,0,0,Urban
962,61,0,0,0,1,0,Rural
963,3,1,0,1,0,1,Urban
964,91,1,1,1,1,0,Suburban
965,44,1,1,0,1,1,Rural
966,7,0,0,1,0,0,Urban
967,33,1,1,1,1,0,Rural
968,9,1,1,1,0,1,Suburban
969,30,1,1,1,1,0,Urban
970,18,0,0,1,0,1,Rural
971,56,1,0,0,1,1,Urban
972,90,1,1,1,0,0,Suburban
973,84,1,1,1,0,0,Urban
974,102,1,0,1,0,1,Urban
975,105,1,0,1,0,1,Rural
976,119,0,1,0,0,1,Rural
977,31,1,0,1,0,1,Urban
978,72,1,1,1,0,0,Suburban
979,63,1,1,1,1,1,Urban
980,87,1,0,1,1,1,Urban
981,50,1,1,1,1,0,Urban
982,89,0,0,1,1,1,Suburban
983,111,1,1,1,1,0,Suburban
984,1,0,1,0,1,0,Urban
985,110,1,0,1,0,0,Suburban
986,82,1,1,0,1,1,Rural
987,19,0,0,0,0,0,Rural
988,115,1,1,1,1,1,Urban
989,106,1,1,1,1,0,Urban
990,64,0,1,1,0,0,Suburban
991,116,1,0,1,1,1,Urban
992,53,1,1,0,0,1,Suburban
993,6,1,0,1,0,0,Rural
994,17,0,1,1,0,0,Urban
995,46,0,0,1,1,1,Urban
996,109,1,1,1,1,0,Suburban
997,72,1,0,1,1,0,Suburban
998,118,1,0,0,0,0,Urban
999,106,0,0,1,1,0,Urban
1000,73,0,0,0,1,0,Urban
1001,101,1,0,1,0,0,Urban
1002,55,1,0,1,1,1,Suburban
1003,91,1,1,1,0,0,Suburban
1004,100,1,1,1,0,0,Suburban
1005,6,1,0,1,0,0,Rural
1006,70,1,0,0,1,1,Rural
1007,109,1,0,0,0,0,Suburban
1008,68,1,1,1,0,1,Urban
1009,86,1,1,1,0,0,Suburban
1010,40,1,1,1,0,0,Suburban
1011,91,1,0,0,0,0,Suburban
1012,101,1,1,1,0,0,Urban
1013,66,1,1,0,1,1,Suburban
1014,9,1,1,1,0,1,Suburban
1015,11,1,1,1,1,0,Urban
1016,20,1,1,0,1,0,Urban
1017,116,1,1,1,0,1,Urban
1018,43,1,0,1,0,0,Urban
1019,103,1,1,1,1,0,Urban
1020,58,1,1,1,0,0,Urban
1021,78,1,1,1,0,0,Suburban
1022,26,1,1,1,0,1,Suburban
1023,38,1,1,0,1,0,Suburban
1024,94,1,1,1,1,1,Urban
1025,36,0,0,0,1,1,Suburban
1026,102,1,1,1,1,1,Urban
1027,99,1,0,1,0,0,Suburban
1028,55,1,0,1,0,1,Suburban
1029,6,1,0,1,0,0,Rural
1030,3,1,1,1,0,1,Urban
1031,65,1,1,0,0,0,Rural
1032,64,1,1,1,0,0,Suburban
1033,58,1,1,1,0,0,Urban
1034,117,1,0,1,0,1,Suburban
1035,58,1,1,0,0,0,Urban
1036,18,1,1,0,1,1,Rural
1037,23,0,0,1,1,0,Urban
1038,96,1,0,1,1,0,Suburban
1039,29,1,1,1,0,1,Rural
1040,23,1,1,1,0,0,Urban
1041,36,1,1,1,0,1,Suburban
1042,70,1,1,1,0,1,Rural
1043,81,1,1,1,0,1,Urban
1044,82,1,1,1,1,1,Rural
1045,95,1,1,1,1,1,Urban
1046,6,0,1,0,0,0,Rural
1047,34,1,1,0,0,1,Urban
1048,44,1,1,1,0,1,Rural
1049,44,1,1,1,0,1,Rural
1050,27,0,0,1,0,0,Urban
1051,100,0,0,1,0,0,Suburban
1052,112,1,1,0,0,0,Suburban
1053,52,1,1,1,0,1,Urban
1054,42,0,1,0,0,0,Suburban
1055,25,0,0,0,0,0,Suburban
1056,74,1,0,1,0,1,Urban
1057,39,1,1,1,1,1,Urban
1058,110,1,0,1,0,0,Suburban
1059,39,0,1,1,1,1,Urban
1060,12,1,1,1,1,1,Urban
1061,11,1,0,1,1,0,Urban
1062,113,1,0,0,1,1,Urban
1063,107,1,0,1,1,0,Rural
1064,117,0,0,1,1,1,Suburban
1065,3,1,1,1,0,1,Urban
1066,115,1,0,1,0,1,Urban
1067,22,0,1,1,1,0,Urban
1068,4,1,0,0,1,1,Suburban
1069,8,0,1,1,1,1,Suburban
1070,14,1,0,1,1,0,Urban
1071,84,1,1,1,1,0,Urban
1072,88,1,0,1,1,1,Urban
1073,14,0,1,0,1,0,Urban
1074,92,1,0,1,1,1,Urban
1075,16,1,1,0,1,0,Suburban
1076,32,1,1,1,1,0,Suburban
1077,64,1,1,1,1,0,Suburban
1078,111,1,1,1,1,0,Suburban
1079,76,0,0,1,0,1,Rural
1080,16,1,1,1,0,0,Suburban
1081,52,1,0,0,1,1,Urban
1082,19,1,1,1,1,0,Rural
1083,69,0,1,1,0,0,Urban
1084,12,1,0,1,0,1,Urban
1085,93,1,0,1,1,1,Suburban
1086,5,1,1,1,1,0,Rural
1087,42,1,1,1,1,0,Suburban
1088,122,1,0,1,1,1,Urban
1089,17,0,1,1,0,0,Urban
1090,111,0,0,1,0,0,Suburban
1091,72,0,0,1,0,0,Suburban
1092,104,1,0,1,1,1,Urban
1093,104,1,1,1,0,1,Urban
1094,94,0,0,0,1,1,Urban
1095,10,1,1,1,1,1,Urban
1096,84,1,1,1,1,0,Urban
1097,109,1,1,1,1,0,Suburban
1098,16,1,1,1,0,0,Suburban
1099,105,1,0,0,1,1,Rural
1100,16,1,0,1,0,0,Suburban
1101,42,0,0,0,0,0,Suburban
1102,3,1,1,0,0,1,Urban
1103,23,0,1,1,0,0,Urban
1104,86,1,1,1,1,0,Suburban
1105,121,1,0,1,1,1,Rural
1106,28,1,1,1,0,1,Urban
1107,110,1,0,1,0,0,Suburban
1108,45,1,1,1,1,0,Urban
1109,100,1,1,1,1,0,Suburban
1110,68,0,0,1,0,1,Urban
1111,102,1,1,1,1,1,Urban
1112,24,0,0,0,1,0,Urban
1113,19,1,0,1,1,0,Rural
1114,75,0,1,0,0,1,Suburban
1115,40,1,1,1,1,0,Suburban
1116,46,1,1,1,1,1,Urban
1117,40,1,0,1,1,0,Suburban
1118,62,1,1,1,1,0,Rural
1119,110,1,0,1,1,0,Suburban
1120,119,1,0,1,0,1,Rural
1121,103,0,0,0,1,0,Urban
1122,117,1,1,1,1,1,Suburban
1123,18,1,0,1,1,1,Rural
1124,12,1,0,0,0,1,Urban
1125,14,0,1,0,0,0,Urban
1126,111,1,1,1,1,0,Suburban
1127,82,1,0,1,1,1,Rural
1128,61,1,1,0,0,0,Rural
1129,108,1,0,1,1,1,Suburban
1130,106,1,1,1,0,0,Urban
1131,12,1,1,1,1,1,Urban
1132,104,0,0,0,1,1,Urban
1133,27,1,1,1,0,0,Urban
1134,6,1,1,0,1,0,Rural
1135,88,1,1,1,1,1,Urban
1136,115,1,1,0,0,1,Urban
1137,33,1,1,1,1,0,Rural
1138,109,1,1,1,0,0,Suburban
1139,118,0,0,0,1,0,Urban
1140,80,1,1,1,0,0,Urban
1141,50,1,0,1,0,0,Urban
1142,12,0,1,1,0,1,Urban
1143,95,1,0,1,0,1,Urban
1144,57,1,1,1,1,0,Rural
1145,101,1,0,1,0,0,Urban
1146,53,1,1,1,0,1,Suburban
1147,13,1,1,1,1,1,Rural
1148,122,1,1,1,0,1,Urban
1149,72,1,1,1,1,0,Suburban
1150,102,1,1,0,1,1,Urban
1151,3,1,1,1,1,1,Urban
1152,121,1,0,1,0,1,Rural
1153,64,1,1,0,0,0,Suburban
1154,122,0,1,1,1,1,Urban
1155,84,0,0,0,0,0,Urban
1156,58,1,0,0,0,0,Urban
1157,4,1,1,0,0,1,Suburban
1158,108,1,1,1,0,1,Suburban
1159,45,1,1,0,1,0,Urban
1160,66,1,0,0,1,1,Suburban
1161,115,1,0,1,1,1,Urban
1162,36,1,1,1,1,1,Suburban
1163,23,1,0,1,0,0,Urban
1164,109,0,0,1,0,0,Suburban
1165,19,1,1,1,1,0,Rural
1166,40,0,0,1,0,0,Suburban
1167,72,0,1,1,0,0,Suburban
1168,16,1,1,1,1,0,Suburban
1169,58,1,1,1,1,0,Urban
1170,107,1,1,1,0,0,Rural
1171,18,0,1,0,1,1,Rural
1172,36,1,0,1,1,1,Suburban
1173,24,1,1,1,0,0,Urban
1174,1,1,1,1,1,0,Urban
1175,1,0,1,1,0,0,Urban
1176,64,1,0,0,1,0,Suburban
1177,62,1,1,0,1,0,Rural
1178,110,1,1,1,1,0,Suburban
1179,36,0,1,0,0,1,Suburban
1180,75,1,1,1,0,1,Suburban
1181,18,1,0,1,0,1,Rural
1182,16,1,0,1,1,0,Suburban
1183,17,0,1,0,0,0,Urban
1184,24,0,0,1,0,0,Urban
1185,98,1,0,1,0,0,Rural
1186,68,1,0,0,0,1,Urban
1187,99,1,1,1,0,0,Suburban
1188,79,1,1,1,1,0,Suburban
1189,2,1,1,0,0,1,Urban
1190,120,1,0,1,0,1,Rural
1191,115,1,1,1,1,1,Urban
1192,95,1,1,1,1,1,Urban
1193,73,0,1,1,0,0,Urban
1194,10,1,0,1,0,1,Urban
1195,53,1,1,1,1,1,Suburban
1196,89,1,0,1,0,1,Suburban
1197,51,1,0,1,1,1,Suburban
1198,69,0,1,0,0,0,Urban
1199,14,0,0,0,0,0,Urban
1200,106,1,1,1,0,0,Urban
1201,112,1,0,1,1,0,Suburban
1202,102,1,1,0,1,1,Urban
1203,121,1,0,1,0,1,Rural
1204,104,1,0,1,1,1,Urban
1205,66,0,0,0,0,1,Suburban
1206,82,1,0,0,0,1,Rural
1207,93,1,1,0,1,1,Suburban
1208,53,0,0,0,0,1,Suburban
1209,117,1,0,1,1,1,Suburban
1210,117,1,1,1,1,1,Suburban
1211,84,1,1,1,1,0,Urban
1212,64,1,0,1,1,0,Suburban
1213,72,0,0,1,0,0,Suburban
1214,101,0,0,0,0,0,Urban
1215,49,0,1,0,0,1,Suburban
1216,112,0,0,1,0,0,Suburban
1217,90,1,1,0,0,0,Suburban
1218,62,1,0,0,0,0,Rural
1219,37,1,1,1,1,0,Urban
1220,49,1,0,1,0,1,Suburban
1221,68,1,0,1,1,1,Urban
1222,33,1,1,1,1,0,Rural
1223,22,0,0,1,1,0,Urban
1224,70,1,1,1,0,1,Rural
1225,33,1,0,1,0,0,Rural
1226,28,1,0,1,0,1,Urban
1227,88,1,1,0,0,1,Urban
1228,4,1,0,1,0,1,Suburban
1229,66,0,0,0,1,1,Suburban
1230,77,1,1,1,0,1,Rural
1231,110,1,1,1,1,0,Suburban
1232,49,0,0,0,1,1,Suburban
1233,11,1,0,1,0,0,Urban
1234,35,1,0,1,0,1,Suburban
1235,39,0,0,0,1,1,Urban
1236,10,0,1,1,0,1,Urban
1237,107,1,0,1,1,0,Rural
1238,74,1,1,1,0,1,Urban
1239,72,1,1,0,1,0,Suburban
1240,69,1,1,1,0,0,Urban
1241,23,1,1,1,0,0,Urban
1242,34,1,1,1,1,1,Urban
1243,111,0,1,1,0,0,Suburban
1244,32,1,0,0,0,0,Suburban
1245,16,1,1,1,0,0,Suburban
1246,68,0,1,1,0,1,Urban
1247,54,0,1,1,1,1,Urban
1248,28,1,1,0,1,1,Urban
1249,112,1,1,1,1,0,Suburban
1250,108,1,1,0,1,1,Suburban
1251,60,0,0,0,0,0,Urban
1252,78,0,0,1,0,0,Suburban
1253,76,1,0,1,1,1,Rural
1254,60,1,1,1,1,0,Urban
1255,85,0,1,0,0,0,Urban
1256,112,1,0,1,0,0,Suburban
1257,80,1,1,1,0,0,Urban
1258,118,1,1,0,1,0,Urban
1259,44,1,1,1,1,1,Rural
1260,2,1,1,1,0,1,Urban
1261,23,1,1,1,1,0,Urban
1262,120,1,1,1,0,1,Rural
1263,93,0,1,0,0,1,Suburban
1264,46,1,1,1,1,1,Urban
1265,107,0,0,1,0,0,Rural
1266,73,0,0,0,0,0,Urban
1267,54,1,0,1,1,1,Urban
1268,71,0,0,0,1,1,Rural
1269,93,1,0,0,1,1,Suburban
1270,108,1,1,1,0,1,Suburban
1271,81,1,1,1,0,1,Urban
1272,9,1,1,0,1,1,Suburban
1273,70,1,0,1,1,1,Rural
1274,44,1,0,1,1,1,Rural
1275,84,0,1,0,0,0,Urban
1276,74,0,0,1,0,1,Urban
1277,73,1,1,0,1,0,Urban
1278,12,1,0,1,1,1,Urban
1279,97,0,1,1,0,1,Suburban
1280,32,0,1,1,0,0,Suburban
1281,34,1,1,0,0,1,Urban
1282,83,1,1,1,0,0,Suburban
1283,33,1,1,0,0,0,Rural
1284,64,1,1,1,0,0,Suburban
1285,48,1,0,1,1,1,Suburban
1286,16,1,1,1,0,0,Suburban
1287,50,1,1,1,1,0,Urban
1288,114,0,0,1,0,1,Suburban
1289,23,0,0,1,1,0,Urban
1290,26,0,1,1,0,1,Suburban
1291,109,1,1,0,1,0,Suburban
1292,54,1,1,1,1,1,Urban
1293,44,1,1,0,1,1,Rural
1294,105,1,0,1,1,1,Rural
1295,37,0,1,1,0,0,Urban
1296,9,1,1,1,1,1,Suburban
1297,94,1,0,1,1,1,Urban
1298,13,1,1,1,1,1,Rural
1299,112,1,1,1,0,0,Suburban
1300,60,1,1,1,1,0,Urban
1301,106,1,0,0,0,0,Urban
1302,80,1,1,1,0,0,Urban
1303,110,0,0,0,0,0,Suburban
1304,121,1,1,1,0,1,Rural
1305,2,1,1,1,1,1,Urban
1306,95,1,0,1,1,1,Urban
1307,60,1,0,1,1,0,Urban
1308,57,0,0,1,1,0,Rural
1309,115,1,0,1,1,1,Urban
1310,43,1,0,1,1,0,Urban
1311,19,1,1,1,0,0,Rural
1312,11,0,1,1,1,0,Urban
1313,78,1,0,1,1,0,Suburban
1314,47,1,1,1,1,0,Urban
1315,89,1,0,0,1,1,Suburban
1316,63,1,0,0,1,1,Urban
1317,7,1,1,1,0,0,Urban
1318,79,0,1,0,0,0,Suburban
1319,94,0,0,0,1,1,Urban
1320,31,1,1,1,0,1,Urban
1321,88,1,0,1,1,1,Urban
1322,55,0,1,0,0,1,Suburban
1323,25,0,0,1,0,0,Suburban
1324,72,0,1,0,1,0,Suburban
1325,30,1,0,1,0,0,Urban
1326,36,1,1,1,1,1,Suburban
1327,50,1,1,1,0,0,Urban
1328,14,1,1,1,0,0,Urban
1329,29,1,0,0,1,1,Rural
1330,27,0,0,0,0,0,Urban
1331,117,1,1,1,1,1,Suburban
1332,50,1,1,1,1,0,Urban
1333,36,1,1,0,0,1,Suburban
1334,34,1,0,1,1,1,Urban
1335,21,1,0,1,1,1,Suburban
1336,38,1,1,1,0,0,Suburban
1337,75,1,1,0,0,1,Suburban
1338,97,1,1,0,0,1,Suburban
1339,79,1,1,1,1,0,Suburban
1340,76,1,1,1,1,1,Rural
1341,88,1,0,0,1,1,Urban
1342,50,1,1,1,1,0,Urban
1343,37,1,0,1,1,0,Urban
1344,75,1,1,1,1,1,Suburban
1345,120,1,1,0,1,1,Rural
1346,117,1,0,1,0,1,Suburban
1347,19,0,0,1,1,0,Rural
1348,118,1,0,1,1,0,Urban
1349,1,1,1,1,1,0,Urban
1350,81,1,1,1,1,1,Urban
1351,40,0,0,1,0,0,Suburban
1352,55,1,1,1,1,1,Suburban
1353,80,1,1,1,0,0,Urban
1354,26,1,1,1,1,1,Suburban
1355,122,0,1,1,0,1,Urban
1356,43,0,0,0,1,0,Urban
1357,59,0,1,0,1,0,Urban
1358,51,1,1,1,1,1,Suburban
1359,120,0,1,0,0,1,Rural
1360,107,1,1,1,1,0,Rural
1361,15,0,1,0,1,0,Suburban
1362,8,1,1,1,1,1,Suburban
1363,94,1,1,1,0,1,Urban
1364,14,1,0,1,1,0,Urban
1365,97,1,1,1,0,1,Suburban
1366,106,1,1,0,1,0,Urban
1367,7,1,0,1,0,0,Urban
1368,18,1,0,1,1,1,Rural
1369,12,1,1,1,1,1,Urban
1370,2,1,1,0,0,1,Urban
1371,50,1,1,1,0,0,Urban
1372,93,1,0,1,1,1,Suburban
1373,21,1,0,0,0,1,Suburban
1374,7,1,0,1,1,0,Urban
1375,116,1,1,1,0,1,Urban
1376,91,1,0,0,0,0,Suburban
1377,12,1,1,1,0,1,Urban
1378,84,1,1,1,1,0,Urban
1379,57,0,1,1,0,0,Rural
1380,78,0,0,0,1,0,Suburban
1381,74,0,1,1,1,1,Urban
1382,105,1,0,0,0,1,Rural
1383,23,1,1,0,1,0,Urban
1384,30,1,1,1,0,0,Urban
1385,111,1,1,0,1,0,Suburban
1386,58,0,1,1,0,0,Urban
1387,95,1,0,1,0,1,Urban
1388,52,1,1,0,1,1,Urban
1389,56,1,0,0,1,1,Urban
1390,10,0,0,1,0,1,Urban
1391,19,1,0,1,1,0,Rural
1392,19,1,1,1,0,0,Rural
1393,108,1,1,1,1,1,Suburban
1394,87,1,1,1,1,1,Urban
1395,59,1,0,1,0,0,Urban
1396,44,0,0,1,0,1,Rural
1397,105,1,1,1,0,1,Rural
1398,59,0,0,1,0,0,Urban
1399,96,0,1,0,0,0,Suburban
1400,84,0,0,0,1,0,Urban
1401,4,1,1,1,1,1,Suburban
1402,97,1,0,1,0,1,Suburban
1403,112,0,1,1,1,0,Suburban
1404,65,1,0,1,1,0,Rural
1405,13,1,0,1,1,1,Rural
1406,67,1,0,0,1,0,Suburban
1407,12,1,1,1,1,1,Urban
1408,93,1,1,1,0,1,Suburban
1409,55,0,1,1,0,1,Suburban
1410,61,1,1,1,0,0,Rural
1411,95,0,1,1,0,1,Urban
1412,41,0,0,0,0,0,Suburban
1413,36,1,1,1,1,1,Suburban
1414,2,1,1,1,0,1,Urban
1415,22,0,1,1,1,0,Urban
1416,22,1,1,0,0,0,Urban
1417,41,0,0,1,1,0,Suburban
1418,95,1,1,1,1,1,Urban
1419,116,0,0,0,0,1,Urban
1420,120,1,1,1,0,1,Rural
1421,109,1,0,1,1,0,Suburban
1422,14,0,0,1,0,0,Urban
1423,93,1,1,1,0,1,Suburban
1424,35,0,0,1,0,1,Suburban
1425,50,1,1,1,1,0,Urban
1426,9,0,0,1,1,1,Suburban
1427,111,1,1,1,1,0,Suburban
1428,118,1,0,1,1,0,Urban
1429,96,1,0,1,1,0,Suburban
1430,59,0,0,1,1,0,Urban
1431,56,1,0,0,1,1,Urban
1432,91,0,1,1,0,0,Suburban
1433,10,1,1,1,0,1,Urban
1434,25,0,1,1,1,0,Suburban
1435,113,1,1,1,1,1,Urban
1436,45,0,0,1,0,0,Urban
1437,97,1,1,1,0,1,Suburban
1438,11,1,0,1,1,0,Urban
1439,101,0,0,1,1,0,Urban
1440,9,0,0,0,0,1,Suburban
1441,7,1,1,1,1,0,Urban
1442,71,1,0,1,1,1,Rural
1443,34,1,0,1,1,1,Urban
1444,83,1,1,1,0,0,Suburban
1445,20,1,0,1,0,0,Urban
1446,114,1,0,1,0,1,Suburban
1447,106,0,1,1,0,0,Urban
1448,89,0,1,0,1,1,Suburban
1449,5,1,1,0,0,0,Rural
1450,112,1,1,1,1,0,Suburban
1451,93,1,1,1,0,1,Suburban
1452,55,1,1,0,0,1,Suburban
1453,91,1,1,1,1,0,Suburban
1454,89,0,1,1,1,1,Suburban
1455,101,0,0,1,0,0,Urban
1456,15,1,1,1,1,0,Suburban
1457,118,1,0,1,1,0,Urban
1458,48,1,1,1,1,1,Suburban
1459,4,1,1,1,1,1,Suburban
1460,78,1,1,1,0,0,Suburban
1461,120,1,1,0,1,1,Rural
1462,113,1,1,1,1,1,Urban
1463,81,1,0,1,0,1,Urban
1464,21,1,1,1,0,1,Suburban
1465,80,0,0,0,1,0,Urban
1466,90,1,0,0,0,0,Suburban
1467,9,0,1,1,0,1,Suburban
1468,66,1,1,1,1,1,Suburban
1469,107,0,0,0,0,0,Rural
1470,79,1,1,1,0,0,Suburban
1471,35,1,1,1,1,1,Suburban
1472,88,1,0,1,1,1,Urban
1473,112,1,1,1,0,0,Suburban
1474,117,1,0,1,1,1,Suburban
1475,51,1,0,1,1,1,Suburban
1476,118,1,1,1,1,0,Urban
1477,102,0,1,0,0,1,Urban
1478,78,1,1,0,0,0,Suburban
1479,101,1,1,0,0,0,Urban
1480,37,1,1,0,1,0,Urban
1481,6,1,0,1,1,0,Rural
1482,82,1,1,1,1,1,Rural
1483,86,1,1,1,1,0,Suburban
1484,82,1,0,0,1,1,Rural
1485,51,1,0,1,0,1,Suburban
1486,66,0,0,0,1,1,Suburban
1487,96,1,1,1,1,0,Suburban
1488,17,0,0,0,1,0,Urban
1489,65,1,1,1,0,0,Rural
1490,9,1,1,1,1,1,Suburban
1491,13,1,1,0,0,1,Rural
